reading_id,mine_id,sensor_type,value,unit,recorded_at
432,12,temperature,26.3,C,2026-09-09T08:35:00+00:00
433,13,dust,3.9,mg/m3,2026-09-06T14:40:00+00:00
434,13,dust,13.7,mg/m3,2026-09-06T20:49:00+00:00
435,13,dust,3.3,mg/m3,2026-09-07T02:29:00+00:00
436,13,dust,3.3,mg/m3,2026-09-07T08:40:00+00:00
437,13,dust,7.4,mg/m3,2026-09-07T14:57:00+00:00
438,13,dust,6.4,mg/m3,2026-09-07T21:00:00+00:00
439,13,dust,7.9,mg/m3,2026-09-08T02:23:00+00:00
440,13,dust,4.6,mg/m3,2026-09-08T08:23:00+00:00
441,13,dust,7.8,mg/m3,2026-09-08T14:28:00+00:00
442,13,dust,6.5,mg/m3,2026-09-08T20:36:00+00:00
443,13,dust,5.6,mg/m3,2026-09-09T02:38:00+00:00
444,13,dust,5.8,mg/m3,2026-09-09T08:21:00+00:00
445,13,gas,24.6,ppm,2026-09-06T15:00:00+00:00
446,13,gas,9.7,ppm,2026-09-06T20:37:00+00:00
447,13,gas,39.1,ppm,2026-09-07T02:35:00+00:00
448,13,gas,43.9,ppm,2026-09-07T08:22:00+00:00
449,13,gas,35.3,ppm,2026-09-07T14:44:00+00:00
450,13,gas,9.8,ppm,2026-09-07T20:52:00+00:00
451,13,gas,8.2,ppm,2026-09-08T02:24:00+00:00
452,13,gas,36.8,ppm,2026-09-08T08:42:00+00:00
453,13,gas,10.6,ppm,2026-09-08T14:29:00+00:00
454,13,gas,14.3,ppm,2026-09-08T20:37:00+00:00
455,13,gas,8.7,ppm,2026-09-09T02:53:00+00:00
456,13,gas,41.7,ppm,2026-09-09T08:30:00+00:00
457,13,temperature,26.2,C,2026-09-06T14:55:00+00:00
458,13,temperature,36.6,C,2026-09-06T20:38:00+00:00
459,13,temperature,34.9,C,2026-09-07T02:16:00+00:00
460,13,temperature,27.5,C,2026-09-07T08:16:00+00:00
461,13,temperature,24.2,C,2026-09-07T14:29:00+00:00
462,13,temperature,38.5,C,2026-09-07T20:40:00+00:00
463,13,temperature,31.2,C,2026-09-08T02:56:00+00:00
464,13,temperature,34.4,C,2026-09-08T08:51:00+00:00
465,13,temperature,38.4,C,2026-09-08T14:47:00+00:00
466,13,temperature,34.8,C,2026-09-08T20:28:00+00:00
467,13,temperature,25.1,C,2026-09-09T02:18:00+00:00
468,13,temperature,36.2,C,2026-09-09T09:00:00+00:00
469,14,dust,6.1,mg/m3,2026-09-06T14:25:00+00:00
470,14,dust,8.6,mg/m3,2026-09-06T20:28:00+00:00
471,14,dust,1.9,mg/m3,2026-09-07T02:39:00+00:00
472,14,dust,8.4,mg/m3,2026-09-07T08:50:00+00:00
473,14,dust,6.7,mg/m3,2026-09-07T14:19:00+00:00
474,14,dust,7.8,mg/m3,2026-09-07T20:55:00+00:00
475,14,dust,4.4,mg/m3,2026-09-08T02:16:00+00:00
476,14,dust,4.2,mg/m3,2026-09-08T08:58:00+00:00
477,14,dust,6.1,mg/m3,2026-09-08T14:21:00+00:00
478,14,dust,7.7,mg/m3,2026-09-08T20:42:00+00:00
479,14,dust,7.4,mg/m3,2026-09-09T02:49:00+00:00
480,14,dust,8.7,mg/m3,2026-09-09T08:24:00+00:00
481,14,gas,31.3,ppm,2026-09-06T14:15:00+00:00
482,14,gas,21.7,ppm,2026-09-06T20:56:00+00:00
483,14,gas,36.7,ppm,2026-09-07T02:39:00+00:00
484,14,gas,45.0,ppm,2026-09-07T08:20:00+00:00
485,14,gas,11.8,ppm,2026-09-07T14:32:00+00:00
486,14,gas,22.3,ppm,2026-09-07T20:26:00+00:00
487,14,gas,74.8,ppm,2026-09-08T02:54:00+00:00
488,14,gas,40.6,ppm,2026-09-08T08:55:00+00:00
489,14,gas,29.1,ppm,2026-09-08T14:55:00+00:00
490,14,gas,23.5,ppm,2026-09-08T20:39:00+00:00
491,14,gas,23.6,ppm,2026-09-09T02:57:00+00:00
492,14,gas,20.5,ppm,2026-09-09T08:16:00+00:00
493,14,temperature,22.1,C,2026-09-06T14:15:00+00:00
494,14,temperature,42.7,C,2026-09-06T20:29:00+00:00
495,14,temperature,39.9,C,2026-09-07T02:29:00+00:00
496,14,temperature,28.8,C,2026-09-07T08:54:00+00:00
497,14,temperature,28.0,C,2026-09-07T14:59:00+00:00
498,14,temperature,34.7,C,2026-09-07T20:17:00+00:00
499,14,temperature,26.6,C,2026-09-08T02:45:00+00:00
500,14,temperature,27.6,C,2026-09-08T08:57:00+00:00
501,14,temperature,34.9,C,2026-09-08T14:39:00+00:00
502,14,temperature,22.8,C,2026-09-08T20:57:00+00:00
503,14,temperature,37.2,C,2026-09-09T02:34:00+00:00
504,14,temperature,35.9,C,2026-09-09T09:00:00+00:00
505,15,dust,5.8,mg/m3,2026-09-06T14:18:00+00:00
506,15,dust,4.1,mg/m3,2026-09-06T20:20:00+00:00
507,15,dust,4.6,mg/m3,2026-09-07T02:37:00+00:00
508,15,dust,4.8,mg/m3,2026-09-07T08:23:00+00:00
509,15,dust,8.4,mg/m3,2026-09-07T14:21:00+00:00
510,15,dust,7.6,mg/m3,2026-09-07T20:26:00+00:00
511,15,dust,1.9,mg/m3,2026-09-08T02:16:00+00:00
512,15,dust,8.4,mg/m3,2026-09-08T08:50:00+00:00
513,15,dust,7.1,mg/m3,2026-09-08T14:57:00+00:00
514,15,dust,4.1,mg/m3,2026-09-08T20:50:00+00:00
515,15,dust,4.8,mg/m3,2026-09-09T02:47:00+00:00
516,15,dust,19.5,mg/m3,2026-09-09T08:24:00+00:00
517,15,gas,12.5,ppm,2026-09-06T14:25:00+00:00
518,15,gas,31.8,ppm,2026-09-06T20:44:00+00:00
519,15,gas,41.3,ppm,2026-09-07T02:22:00+00:00
520,15,gas,12.3,ppm,2026-09-07T08:33:00+00:00
521,15,gas,23.0,ppm,2026-09-07T14:18:00+00:00
522,15,gas,13.0,ppm,2026-09-07T20:17:00+00:00
523,15,gas,29.1,ppm,2026-09-08T02:57:00+00:00
524,15,gas,6.6,ppm,2026-09-08T08:54:00+00:00
525,15,gas,20.2,ppm,2026-09-08T14:35:00+00:00
526,15,gas,24.4,ppm,2026-09-08T20:16:00+00:00
527,15,gas,22.3,ppm,2026-09-09T02:25:00+00:00
528,15,gas,12.7,ppm,2026-09-09T08:57:00+00:00
529,15,temperature,25.3,C,2026-09-06T14:28:00+00:00
530,15,temperature,25.3,C,2026-09-06T20:26:00+00:00
531,15,temperature,36.0,C,2026-09-07T02:18:00+00:00
532,15,temperature,32.0,C,2026-09-07T08:49:00+00:00
533,15,temperature,26.0,C,2026-09-07T14:26:00+00:00
534,15,temperature,33.5,C,2026-09-07T20:26:00+00:00
535,15,temperature,31.9,C,2026-09-08T02:21:00+00:00
536,15,temperature,29.9,C,2026-09-08T08:22:00+00:00
537,15,temperature,35.3,C,2026-09-08T14:41:00+00:00
538,15,temperature,42.2,C,2026-09-08T20:55:00+00:00
539,15,temperature,34.6,C,2026-09-09T02:22:00+00:00
540,15,temperature,32.0,C,2026-09-09T08:49:00+00:00
541,16,dust,2.2,mg/m3,2026-09-06T14:34:00+00:00
542,16,dust,8.8,mg/m3,2026-09-06T20:45:00+00:00
543,16,dust,2.1,mg/m3,2026-09-07T02:56:00+00:00
544,16,dust,7.6,mg/m3,2026-09-07T08:55:00+00:00
545,16,dust,2.4,mg/m3,2026-09-07T14:35:00+00:00
546,16,dust,6.2,mg/m3,2026-09-07T20:45:00+00:00
547,16,dust,8.5,mg/m3,2026-09-08T02:27:00+00:00
548,16,dust,4.7,mg/m3,2026-09-08T08:38:00+00:00
549,16,dust,4.0,mg/m3,2026-09-08T14:59:00+00:00
550,16,dust,1.7,mg/m3,2026-09-08T20:51:00+00:00
551,16,dust,2.2,mg/m3,2026-09-09T02:39:00+00:00
552,16,dust,2.3,mg/m3,2026-09-09T08:32:00+00:00
553,16,gas,18.0,ppm,2026-09-06T14:45:00+00:00
554,16,gas,42.1,ppm,2026-09-06T20:15:00+00:00
555,16,gas,12.1,ppm,2026-09-07T02:58:00+00:00
556,16,gas,37.4,ppm,2026-09-07T08:28:00+00:00
557,16,gas,12.8,ppm,2026-09-07T14:27:00+00:00
558,16,gas,9.5,ppm,2026-09-07T20:28:00+00:00
559,16,gas,6.1,ppm,2026-09-08T02:55:00+00:00
560,16,gas,29.3,ppm,2026-09-08T08:32:00+00:00
561,16,gas,15.2,ppm,2026-09-08T14:53:00+00:00
562,16,gas,34.6,ppm,2026-09-08T20:35:00+00:00
563,16,gas,12.8,ppm,2026-09-09T02:18:00+00:00
564,16,gas,40.5,ppm,2026-09-09T08:33:00+00:00
565,16,temperature,36.4,C,2026-09-06T14:27:00+00:00
566,16,temperature,31.9,C,2026-09-06T20:28:00+00:00
567,16,temperature,30.6,C,2026-09-07T02:33:00+00:00
568,16,temperature,36.8,C,2026-09-07T08:18:00+00:00
569,16,temperature,27.0,C,2026-09-07T15:00:00+00:00
570,16,temperature,29.3,C,2026-09-07T20:24:00+00:00
571,16,temperature,48.0,C,2026-09-08T02:33:00+00:00
572,16,temperature,36.9,C,2026-09-08T08:32:00+00:00
573,16,temperature,35.0,C,2026-09-08T14:43:00+00:00
574,16,temperature,34.2,C,2026-09-08T20:56:00+00:00
575,16,temperature,32.6,C,2026-09-09T02:59:00+00:00
576,16,temperature,33.6,C,2026-09-09T08:57:00+00:00
577,17,dust,3.3,mg/m3,2026-09-06T14:17:00+00:00
578,17,dust,5.3,mg/m3,2026-09-06T20:45:00+00:00
579,17,dust,2.7,mg/m3,2026-09-07T02:56:00+00:00
580,17,dust,14.2,mg/m3,2026-09-07T08:52:00+00:00
581,17,dust,6.7,mg/m3,2026-09-07T14:23:00+00:00
582,17,dust,4.8,mg/m3,2026-09-07T20:34:00+00:00
583,17,dust,5.3,mg/m3,2026-09-08T02:50:00+00:00
584,17,dust,3.2,mg/m3,2026-09-08T08:24:00+00:00
585,17,dust,1.6,mg/m3,2026-09-08T14:17:00+00:00
586,17,dust,4.9,mg/m3,2026-09-08T20:26:00+00:00
587,17,dust,4.5,mg/m3,2026-09-09T02:28:00+00:00
588,17,dust,4.5,mg/m3,2026-09-09T08:30:00+00:00
589,17,gas,43.8,ppm,2026-09-06T14:34:00+00:00
590,17,gas,5.5,ppm,2026-09-06T20:33:00+00:00
591,17,gas,12.8,ppm,2026-09-07T02:33:00+00:00
592,17,gas,31.7,ppm,2026-09-07T08:54:00+00:00
593,17,gas,39.5,ppm,2026-09-07T14:16:00+00:00
594,17,gas,16.7,ppm,2026-09-07T20:50:00+00:00
595,17,gas,6.0,ppm,2026-09-08T02:57:00+00:00
596,17,gas,23.6,ppm,2026-09-08T08:56:00+00:00
597,17,gas,12.4,ppm,2026-09-08T14:24:00+00:00
598,17,gas,36.9,ppm,2026-09-08T20:40:00+00:00
599,17,gas,36.0,ppm,2026-09-09T02:28:00+00:00
600,17,gas,35.3,ppm,2026-09-09T08:47:00+00:00
601,17,temperature,29.2,C,2026-09-06T14:39:00+00:00
602,17,temperature,39.7,C,2026-09-06T20:50:00+00:00
603,17,temperature,29.3,C,2026-09-07T02:27:00+00:00
604,17,temperature,57.0,C,2026-09-07T08:31:00+00:00
605,17,temperature,25.6,C,2026-09-07T14:22:00+00:00
606,17,temperature,38.0,C,2026-09-07T20:33:00+00:00
607,17,temperature,40.8,C,2026-09-08T02:20:00+00:00
608,17,temperature,37.7,C,2026-09-08T08:34:00+00:00
609,17,temperature,26.5,C,2026-09-08T15:00:00+00:00
610,17,temperature,41.3,C,2026-09-08T20:57:00+00:00
611,17,temperature,32.3,C,2026-09-09T02:46:00+00:00
612,17,temperature,23.1,C,2026-09-09T08:53:00+00:00
613,18,dust,5.4,mg/m3,2026-09-06T15:00:00+00:00
614,18,dust,2.2,mg/m3,2026-09-06T20:18:00+00:00
615,18,dust,3.4,mg/m3,2026-09-07T02:17:00+00:00
616,18,dust,1.8,mg/m3,2026-09-07T08:53:00+00:00
617,18,dust,7.7,mg/m3,2026-09-07T14:29:00+00:00
618,18,dust,1.7,mg/m3,2026-09-07T20:56:00+00:00
619,18,dust,4.0,mg/m3,2026-09-08T03:00:00+00:00
620,18,dust,7.1,mg/m3,2026-09-08T08:30:00+00:00
621,18,dust,3.0,mg/m3,2026-09-08T14:49:00+00:00
622,18,dust,8.1,mg/m3,2026-09-08T20:44:00+00:00
623,18,dust,1.5,mg/m3,2026-09-09T02:42:00+00:00
624,18,dust,8.6,mg/m3,2026-09-09T08:40:00+00:00
625,18,gas,39.2,ppm,2026-09-06T14:39:00+00:00
626,18,gas,6.5,ppm,2026-09-06T20:30:00+00:00
627,18,gas,53.5,ppm,2026-09-07T02:36:00+00:00
628,18,gas,42.3,ppm,2026-09-07T08:49:00+00:00
629,18,gas,7.8,ppm,2026-09-07T14:53:00+00:00
630,18,gas,20.4,ppm,2026-09-07T20:44:00+00:00
631,18,gas,38.3,ppm,2026-09-08T02:49:00+00:00
632,18,gas,30.0,ppm,2026-09-08T08:29:00+00:00
633,18,gas,12.7,ppm,2026-09-08T14:38:00+00:00
634,18,gas,32.6,ppm,2026-09-08T20:29:00+00:00
635,18,gas,16.8,ppm,2026-09-09T02:50:00+00:00
636,18,gas,7.0,ppm,2026-09-09T08:45:00+00:00
637,18,temperature,30.4,C,2026-09-06T14:45:00+00:00
638,18,temperature,23.7,C,2026-09-06T20:19:00+00:00
639,18,temperature,25.1,C,2026-09-07T02:51:00+00:00
640,18,temperature,43.6,C,2026-09-07T08:19:00+00:00
641,18,temperature,41.8,C,2026-09-07T14:53:00+00:00
642,18,temperature,28.6,C,2026-09-07T20:59:00+00:00
643,18,temperature,31.9,C,2026-09-08T02:54:00+00:00
644,18,temperature,26.3,C,2026-09-08T08:41:00+00:00
645,18,temperature,43.2,C,2026-09-08T14:27:00+00:00
646,18,temperature,42.0,C,2026-09-08T20:50:00+00:00
647,18,temperature,44.0,C,2026-09-09T02:42:00+00:00
648,18,temperature,32.5,C,2026-09-09T08:41:00+00:00
649,19,dust,1.6,mg/m3,2026-09-06T14:53:00+00:00
650,19,dust,6.0,mg/m3,2026-09-06T20:42:00+00:00
651,19,dust,20.6,mg/m3,2026-09-07T02:16:00+00:00
652,19,dust,4.2,mg/m3,2026-09-07T08:34:00+00:00
653,19,dust,6.6,mg/m3,2026-09-07T14:53:00+00:00
654,19,dust,5.8,mg/m3,2026-09-07T20:38:00+00:00
655,19,dust,4.6,mg/m3,2026-09-08T02:27:00+00:00
656,19,dust,4.8,mg/m3,2026-09-08T08:32:00+00:00
657,19,dust,6.4,mg/m3,2026-09-08T14:55:00+00:00
658,19,dust,1.9,mg/m3,2026-09-08T20:38:00+00:00
659,19,dust,8.2,mg/m3,2026-09-09T02:45:00+00:00
660,19,dust,2.2,mg/m3,2026-09-09T08:44:00+00:00
661,19,gas,36.0,ppm,2026-09-06T14:15:00+00:00
662,19,gas,38.5,ppm,2026-09-06T20:30:00+00:00
663,19,gas,27.7,ppm,2026-09-07T02:58:00+00:00
664,19,gas,39.9,ppm,2026-09-07T08:29:00+00:00
665,19,gas,28.9,ppm,2026-09-07T15:00:00+00:00
666,19,gas,18.8,ppm,2026-09-07T20:54:00+00:00
667,19,gas,25.4,ppm,2026-09-08T02:15:00+00:00
668,19,gas,24.5,ppm,2026-09-08T08:16:00+00:00
669,19,gas,26.4,ppm,2026-09-08T14:18:00+00:00
670,19,gas,26.5,ppm,2026-09-08T20:42:00+00:00
671,19,gas,34.5,ppm,2026-09-09T02:16:00+00:00
672,19,gas,11.5,ppm,2026-09-09T08:30:00+00:00
673,19,temperature,30.9,C,2026-09-06T14:46:00+00:00
674,19,temperature,41.2,C,2026-09-06T20:25:00+00:00
675,19,temperature,34.2,C,2026-09-07T02:17:00+00:00
676,19,temperature,39.2,C,2026-09-07T08:19:00+00:00
677,19,temperature,27.9,C,2026-09-07T14:31:00+00:00
678,19,temperature,24.0,C,2026-09-07T20:27:00+00:00
679,19,temperature,43.6,C,2026-09-08T02:45:00+00:00
680,19,temperature,32.1,C,2026-09-08T08:41:00+00:00
681,19,temperature,40.6,C,2026-09-08T14:42:00+00:00
682,19,temperature,26.7,C,2026-09-08T20:34:00+00:00
683,19,temperature,39.6,C,2026-09-09T03:00:00+00:00
684,19,temperature,32.3,C,2026-09-09T08:42:00+00:00
685,20,dust,6.9,mg/m3,2026-09-06T14:51:00+00:00
686,20,dust,15.7,mg/m3,2026-09-06T20:31:00+00:00
687,20,dust,2.2,mg/m3,2026-09-07T02:24:00+00:00
688,20,dust,6.5,mg/m3,2026-09-07T08:46:00+00:00
689,20,dust,4.7,mg/m3,2026-09-07T14:55:00+00:00
690,20,dust,7.5,mg/m3,2026-09-07T20:39:00+00:00
691,20,dust,5.8,mg/m3,2026-09-08T02:47:00+00:00
692,20,dust,3.5,mg/m3,2026-09-08T08:21:00+00:00
693,20,dust,6.7,mg/m3,2026-09-08T15:00:00+00:00
694,20,dust,8.7,mg/m3,2026-09-08T20:19:00+00:00
695,20,dust,7.7,mg/m3,2026-09-09T02:36:00+00:00
696,20,dust,1.9,mg/m3,2026-09-09T08:35:00+00:00
697,20,gas,28.0,ppm,2026-09-06T14:30:00+00:00
698,20,gas,21.1,ppm,2026-09-06T20:51:00+00:00
699,20,gas,41.5,ppm,2026-09-07T02:21:00+00:00
700,20,gas,24.9,ppm,2026-09-07T08:46:00+00:00
701,20,gas,16.0,ppm,2026-09-07T14:59:00+00:00
702,20,gas,7.6,ppm,2026-09-07T20:28:00+00:00
703,20,gas,42.7,ppm,2026-09-08T02:58:00+00:00
704,20,gas,38.2,ppm,2026-09-08T08:34:00+00:00
705,20,gas,18.2,ppm,2026-09-08T14:34:00+00:00
706,20,gas,10.9,ppm,2026-09-08T20:31:00+00:00
707,20,gas,30.3,ppm,2026-09-09T02:47:00+00:00
708,20,gas,5.3,ppm,2026-09-09T08:49:00+00:00
709,20,temperature,40.9,C,2026-09-06T14:15:00+00:00
710,20,temperature,32.4,C,2026-09-06T20:48:00+00:00
711,20,temperature,36.4,C,2026-09-07T02:47:00+00:00
712,20,temperature,30.0,C,2026-09-07T08:40:00+00:00
713,20,temperature,34.0,C,2026-09-07T14:54:00+00:00
714,20,temperature,33.9,C,2026-09-07T20:35:00+00:00
715,20,temperature,22.1,C,2026-09-08T02:31:00+00:00
716,20,temperature,40.9,C,2026-09-08T08:48:00+00:00
717,20,temperature,33.6,C,2026-09-08T15:00:00+00:00
718,20,temperature,38.6,C,2026-09-08T20:26:00+00:00
719,20,temperature,30.3,C,2026-09-09T02:17:00+00:00
720,20,temperature,35.5,C,2026-09-09T08:29:00+00:00
721,21,dust,8.5,mg/m3,2026-09-06T14:32:00+00:00
722,21,dust,3.9,mg/m3,2026-09-06T20:50:00+00:00
723,21,dust,9.2,mg/m3,2026-09-07T02:43:00+00:00
724,21,dust,8.2,mg/m3,2026-09-07T08:32:00+00:00
725,21,dust,4.7,mg/m3,2026-09-07T14:23:00+00:00
726,21,dust,5.3,mg/m3,2026-09-07T20:40:00+00:00
727,21,dust,3.5,mg/m3,2026-09-08T02:47:00+00:00
728,21,dust,7.2,mg/m3,2026-09-08T08:35:00+00:00
729,21,dust,1.6,mg/m3,2026-09-08T14:58:00+00:00
730,21,dust,5.5,mg/m3,2026-09-08T20:18:00+00:00
731,21,dust,5.4,mg/m3,2026-09-09T02:24:00+00:00
732,21,dust,6.4,mg/m3,2026-09-09T08:42:00+00:00
733,21,gas,18.8,ppm,2026-09-06T14:15:00+00:00
734,21,gas,13.2,ppm,2026-09-06T20:28:00+00:00
735,21,gas,12.7,ppm,2026-09-07T02:53:00+00:00
736,21,gas,12.3,ppm,2026-09-07T08:17:00+00:00
737,21,gas,17.1,ppm,2026-09-07T14:51:00+00:00
738,21,gas,35.8,ppm,2026-09-07T20:54:00+00:00
739,21,gas,43.0,ppm,2026-09-08T02:32:00+00:00
740,21,gas,16.3,ppm,2026-09-08T08:47:00+00:00
741,21,gas,38.9,ppm,2026-09-08T14:44:00+00:00
742,21,gas,17.9,ppm,2026-09-08T20:57:00+00:00
743,21,gas,14.9,ppm,2026-09-09T02:57:00+00:00
744,21,gas,21.0,ppm,2026-09-09T08:17:00+00:00
745,21,temperature,38.4,C,2026-09-06T14:57:00+00:00
746,21,temperature,43.7,C,2026-09-06T20:49:00+00:00
747,21,temperature,43.0,C,2026-09-07T02:48:00+00:00
748,21,temperature,38.0,C,2026-09-07T08:41:00+00:00
749,21,temperature,27.6,C,2026-09-07T14:22:00+00:00
750,21,temperature,33.5,C,2026-09-07T20:45:00+00:00
751,21,temperature,35.2,C,2026-09-08T02:16:00+00:00
752,21,temperature,23.3,C,2026-09-08T08:46:00+00:00
753,21,temperature,33.5,C,2026-09-08T14:42:00+00:00
754,21,temperature,26.6,C,2026-09-08T20:43:00+00:00
755,21,temperature,34.7,C,2026-09-09T02:35:00+00:00
756,21,temperature,37.8,C,2026-09-09T08:41:00+00:00
757,22,dust,4.9,mg/m3,2026-09-06T14:57:00+00:00
758,22,dust,4.1,mg/m3,2026-09-06T20:29:00+00:00
759,22,dust,3.6,mg/m3,2026-09-07T02:30:00+00:00
760,22,dust,4.2,mg/m3,2026-09-07T08:31:00+00:00
761,22,dust,7.2,mg/m3,2026-09-07T14:24:00+00:00
762,22,dust,8.8,mg/m3,2026-09-07T20:24:00+00:00
763,22,dust,6.9,mg/m3,2026-09-08T02:48:00+00:00
764,22,dust,6.8,mg/m3,2026-09-08T08:30:00+00:00
765,22,dust,4.5,mg/m3,2026-09-08T14:26:00+00:00
766,22,dust,6.1,mg/m3,2026-09-08T20:23:00+00:00
767,22,dust,3.6,mg/m3,2026-09-09T02:15:00+00:00
768,22,dust,4.4,mg/m3,2026-09-09T08:27:00+00:00
769,22,gas,22.7,ppm,2026-09-06T14:28:00+00:00
770,22,gas,30.0,ppm,2026-09-06T20:41:00+00:00
771,22,gas,16.6,ppm,2026-09-07T02:26:00+00:00
772,22,gas,7.3,ppm,2026-09-07T08:58:00+00:00
773,22,gas,20.3,ppm,2026-09-07T15:00:00+00:00
774,22,gas,23.4,ppm,2026-09-07T20:56:00+00:00
775,22,gas,30.5,ppm,2026-09-08T02:58:00+00:00
776,22,gas,34.4,ppm,2026-09-08T08:58:00+00:00
777,22,gas,43.7,ppm,2026-09-08T14:34:00+00:00
778,22,gas,29.8,ppm,2026-09-08T20:40:00+00:00
779,22,gas,22.3,ppm,2026-09-09T02:26:00+00:00
780,22,gas,35.1,ppm,2026-09-09T08:21:00+00:00
781,22,temperature,34.2,C,2026-09-06T14:25:00+00:00
782,22,temperature,32.6,C,2026-09-06T20:19:00+00:00
783,22,temperature,39.7,C,2026-09-07T02:59:00+00:00
784,22,temperature,30.0,C,2026-09-07T08:58:00+00:00
785,22,temperature,36.8,C,2026-09-07T14:49:00+00:00
786,22,temperature,41.1,C,2026-09-07T20:55:00+00:00
787,22,temperature,30.4,C,2026-09-08T02:46:00+00:00
788,22,temperature,22.0,C,2026-09-08T08:41:00+00:00
789,22,temperature,28.4,C,2026-09-08T14:59:00+00:00
790,22,temperature,32.3,C,2026-09-08T20:36:00+00:00
791,22,temperature,56.5,C,2026-09-09T02:33:00+00:00
792,22,temperature,35.9,C,2026-09-09T08:36:00+00:00
793,23,dust,3.3,mg/m3,2026-09-06T14:57:00+00:00
794,23,dust,4.9,mg/m3,2026-09-06T20:25:00+00:00
795,23,dust,6.6,mg/m3,2026-09-07T02:35:00+00:00
796,23,dust,2.7,mg/m3,2026-09-07T08:55:00+00:00
797,23,dust,2.5,mg/m3,2026-09-07T14:42:00+00:00
798,23,dust,2.6,mg/m3,2026-09-07T20:33:00+00:00
799,23,dust,3.4,mg/m3,2026-09-08T02:15:00+00:00
800,23,dust,7.7,mg/m3,2026-09-08T08:39:00+00:00
801,23,dust,2.5,mg/m3,2026-09-08T14:36:00+00:00
802,23,dust,5.7,mg/m3,2026-09-08T20:40:00+00:00
803,23,dust,7.9,mg/m3,2026-09-09T02:16:00+00:00
804,23,dust,3.2,mg/m3,2026-09-09T08:43:00+00:00
805,23,gas,44.5,ppm,2026-09-06T14:58:00+00:00
806,23,gas,20.3,ppm,2026-09-06T20:22:00+00:00
807,23,gas,40.6,ppm,2026-09-07T02:21:00+00:00
808,23,gas,44.9,ppm,2026-09-07T08:38:00+00:00
809,23,gas,20.0,ppm,2026-09-07T14:45:00+00:00
810,23,gas,6.7,ppm,2026-09-07T20:51:00+00:00
811,23,gas,19.8,ppm,2026-09-08T02:16:00+00:00
812,23,gas,29.1,ppm,2026-09-08T08:48:00+00:00
813,23,gas,42.7,ppm,2026-09-08T14:36:00+00:00
814,23,gas,29.9,ppm,2026-09-08T20:30:00+00:00
815,23,gas,44.5,ppm,2026-09-09T02:29:00+00:00
816,23,gas,40.6,ppm,2026-09-09T08:44:00+00:00
817,23,temperature,32.5,C,2026-09-06T14:23:00+00:00
818,23,temperature,54.1,C,2026-09-06T20:15:00+00:00
819,23,temperature,28.1,C,2026-09-07T02:19:00+00:00
820,23,temperature,29.3,C,2026-09-07T08:16:00+00:00
821,23,temperature,26.7,C,2026-09-07T14:48:00+00:00
822,23,temperature,30.3,C,2026-09-07T20:27:00+00:00
823,23,temperature,22.6,C,2026-09-08T02:59:00+00:00
824,23,temperature,28.9,C,2026-09-08T08:16:00+00:00
825,23,temperature,24.2,C,2026-09-08T14:45:00+00:00
826,23,temperature,27.7,C,2026-09-08T20:31:00+00:00
827,23,temperature,42.8,C,2026-09-09T02:34:00+00:00
828,23,temperature,39.9,C,2026-09-09T08:50:00+00:00
829,24,dust,7.1,mg/m3,2026-09-06T14:33:00+00:00
830,24,dust,5.2,mg/m3,2026-09-06T20:39:00+00:00
831,24,dust,8.5,mg/m3,2026-09-07T02:51:00+00:00
832,24,dust,3.1,mg/m3,2026-09-07T08:57:00+00:00
833,24,dust,8.4,mg/m3,2026-09-07T14:49:00+00:00
834,24,dust,4.4,mg/m3,2026-09-07T20:45:00+00:00
835,24,dust,4.7,mg/m3,2026-09-08T02:46:00+00:00
836,24,dust,8.1,mg/m3,2026-09-08T08:44:00+00:00
837,24,dust,8.4,mg/m3,2026-09-08T14:51:00+00:00
838,24,dust,4.4,mg/m3,2026-09-08T20:49:00+00:00
839,24,dust,5.8,mg/m3,2026-09-09T02:58:00+00:00
840,24,dust,5.5,mg/m3,2026-09-09T08:46:00+00:00
841,24,gas,16.8,ppm,2026-09-06T14:30:00+00:00
842,24,gas,14.6,ppm,2026-09-06T20:18:00+00:00
843,24,gas,13.1,ppm,2026-09-07T02:39:00+00:00
844,24,gas,32.0,ppm,2026-09-07T08:52:00+00:00
845,24,gas,15.5,ppm,2026-09-07T14:25:00+00:00
846,24,gas,10.2,ppm,2026-09-07T20:59:00+00:00
847,24,gas,30.8,ppm,2026-09-08T02:49:00+00:00
848,24,gas,40.8,ppm,2026-09-08T08:38:00+00:00
849,24,gas,8.8,ppm,2026-09-08T14:33:00+00:00
850,24,gas,25.8,ppm,2026-09-08T20:49:00+00:00
851,24,gas,29.0,ppm,2026-09-09T02:32:00+00:00
852,24,gas,28.8,ppm,2026-09-09T08:45:00+00:00
853,24,temperature,23.0,C,2026-09-06T14:52:00+00:00
854,24,temperature,41.9,C,2026-09-06T20:52:00+00:00
855,24,temperature,38.9,C,2026-09-07T02:40:00+00:00
856,24,temperature,32.0,C,2026-09-07T08:36:00+00:00
857,24,temperature,39.6,C,2026-09-07T14:51:00+00:00
858,24,temperature,29.5,C,2026-09-07T20:29:00+00:00
859,24,temperature,35.6,C,2026-09-08T02:40:00+00:00
860,24,temperature,22.5,C,2026-09-08T08:51:00+00:00
861,24,temperature,32.4,C,2026-09-08T14:58:00+00:00
862,24,temperature,39.6,C,2026-09-08T20:22:00+00:00
863,24,temperature,32.0,C,2026-09-09T02:51:00+00:00
